"","sample.id","EV1","EV2","EV3"
"1","Sample_A",0.828246194035336,-0.333052915228183,0.0427453924468807
"2","Sample_E",0.109653938736732,0.881940042955418,0.0953092144715278
"3","Sample_M",-0.388617291546245,-0.242443310170293,0.700540213748517
"4","Sample_N",-0.267394467318186,-0.100663127475471,-0.690140314392117
"5","Sample_S",-0.281888373907802,-0.205780690081292,-0.148454506274867
